Unnamed: 0,Unnamed: 1,Indicadores,Programa (MWh),Programa (MWh).1,Programa (MWh).2,Programa (MWh).3,Programa (MWh).4,Programa (MWh).5,Programa (MWh).6,Programa (MWh).7,Programa (MWh).8,Programa (MWh).9,Programa (MWh).10,Programa (MWh).11,Programa (MWh).12,Programa (MWh).13,Programa (MWh).14,Programa (MWh).15,Programa (MWh).16,Programa (MWh).17,Programa (MWh).18,Programa (MWh).19,Programa (MWh).20,Programa (MWh).21,Programa (MWh).22,Programa (MWh).23,Programa (MWh).24,Programa (MWh).25,Programa (MWh).26,Programa (MWh).27,Programa (MWh).28,Programa (MWh).29,Programa (MWh).30,Programa (MWh).31,Programa (MWh).32,Programa (MWh).33,Programa (MWh).34,Programa (MWh).35,Programa (MWh).36,Programa (MWh).37,Programa (MWh).38,Programa (MWh).39,Programa (MWh).40,Programa (MWh).41,Programa (MWh).42,Programa (MWh).43,Programa (MWh).44,Programa (MWh).45,Programa (MWh).46,Programa (MWh).47,Programa (MWh).48,Programa (MWh).49,Programa (MWh).50,Programa (MWh).51,Programa (MWh).52,Programa (MWh).53,Programa (MWh).54,Programa (MWh).55,Programa (MWh).56,Programa (MWh).57,Programa (MWh).58,Programa (MWh).59,Programa (MWh).60,Programa (MWh).61,Programa (MWh).62,Programa (MWh).63,Programa (MWh).64,Programa (MWh).65,Programa (MWh).66,Programa (MWh).67,Programa (MWh).68,Programa (MWh).69,Programa (MWh).70,Programa (MWh).71,Programa (MWh).72,Programa (MWh).73,Programa (MWh).74,Programa (MWh).75,Programa (MWh).76,Programa (MWh).77,Programa (MWh).78,Programa (MWh).79,Programa (MWh).80,Programa (MWh).81,Programa (MWh).82,Programa (MWh).83,Programa (MWh).84,Programa (MWh).85,Programa (MWh).86,Programa (MWh).87,Programa (MWh).88,Programa (MWh).89,Programa (MWh).90,Programa (MWh).91,Programa (MWh).92,Programa (MWh).93,Programa (MWh).94,Programa (MWh).95,Programa (MWh).96
AFIROHC,17,,"-62,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-6,250","-6,250","-6,250","-6,250","-6,250","-6,250","-6,250","-6,250","-6,250","-6,250",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGENC01,8,,"-138,225","-1,400","-1,400","-1,400","-1,400","-1,275","-1,275","-1,275","-1,250","-1,200","-1,200","-1,200","-1,175","-1,150","-1,150","-1,150","-1,150","-1,125","-1,125","-1,125","-1,100","-1,100","-1,100","-1,100","-1,100","-1,150","-1,150","-1,150","-1,125","-1,150","-1,150","-1,150","-1,150","-1,275","-1,275","-1,275","-1,275","-1,450","-1,450","-1,450","-1,450","-1,575","-1,575","-1,575","-1,575","-1,675","-1,650","-1,650","-1,650","-1,725","-1,725","-1,725","-1,725","-1,775","-1,800","-1,800","-1,800","-1,750","-1,750","-1,725","-1,725","-1,575","-1,575","-1,575","-1,575","-1,450","-1,450","-1,450","-1,450","-1,400","-1,400","-1,400","-1,425","-1,425","-1,425","-1,425","-1,425","-1,475","-1,475","-1,475","-1,475","-1,625","-1,625","-1,625","-1,625","-1,775","-1,750","-1,775","-1,800","-1,675","-1,650","-1,625","-1,625","-1,450","-1,450","-1,450","-1,425"
AGMAC01,7,,"-0,350","-0,025",,,"-0,025","-0,025",,"-0,025",,,,,,,,,,,,,,,"-0,025","-0,025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-0,025",,,,,,,,,,,,"-0,025",,,"-0,025","-0,025","-0,025","-0,025",,,,,,,,,,,,,,"-0,025",,,,,,"-0,025",,
AGRIC01,8,,"-342,000","-2,950","-2,875","-2,825","-2,625","-2,875","-2,825","-2,775","-2,775","-2,525","-2,825","-2,975","-2,975","-3,125","-3,125","-3,100","-3,075","-3,025","-2,875","-2,875","-2,850","-2,850","-2,850","-2,700","-2,750","-2,775","-2,800","-2,800","-2,800","-2,800","-2,800","-2,800","-2,800","-2,825","-2,825","-2,850","-3,025","-3,200","-3,200","-3,350","-3,375","-3,275","-3,275","-3,175","-3,175","-3,150","-3,150","-3,150","-3,150","-5,075","-4,475","-4,475","-4,500","-4,225","-4,250","-4,300","-4,275","-4,250","-4,375","-4,450","-4,250","-4,475","-4,300","-4,350","-4,525","-4,825","-4,850","-5,050","-5,325","-5,500","-5,125","-5,675","-5,725","-5,125","-5,425","-5,475","-5,525","-5,050","-4,050","-4,100","-4,125","-4,150","-4,175","-4,200","-3,975","-3,950","-3,950","-3,975","-4,025","-2,600","-2,750","-2,425","-1,800","-1,725","-1,650","-1,900","-1,700"
AGUAV,10,,"315,825",,,,,,,,,,,,,,,,,,,,,,,,,,,"0,025","0,125","0,425","1,050","1,850","2,700","3,525","4,425","5,350","5,125","6,325","2,175","2,975","7,575","8,075","8,125","8,125","8,150","8,250","8,050","8,225","8,375","8,375","8,300","8,150","7,975","7,800","7,575","7,350","7,125","6,975","6,850","6,750","6,650","6,575","6,525","6,500","6,450","6,350","6,200","6,025","5,850","5,700","5,575","5,425","5,300","5,275","5,200","5,125","4,975","4,675","4,300","3,825","3,300","2,750","2,125","1,450","0,875","0,450","0,125",,,,,,,,,,
AGUB,3,,"-4049,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-44,500","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000","-89,000",,,,,,,,,,,,,,,,,,,,
AGUG,1,,"978,500","20,000","20,000","20,000","20,000","20,000","20,000","20,000","20,000","20,000","20,025","20,025","21,625","20,000","20,000","20,000","20,000","20,000","20,000","20,000","20,000","20,000","20,000","20,000","20,000","20,000","22,250","24,575","30,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,000","20,000","20,000","20,000","20,000","20,000","20,000","20,000","20,000","20,000","20,000","20,000","20,000","20,000","20,000","20,000","20,000","20,000","20,000","20,000"
AHORC01,8,,"-26,500","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,275","-0,275","-0,275","-0,275","-0,275","-0,275","-0,275","-0,275","-0,275","-0,275","-0,275","-0,275","-0,250","-0,275","-0,275","-0,275","-0,250","-0,250","-0,250","-0,225","-0,225","-0,225","-0,225","-0,225","-0,225","-0,250","-0,250","-0,250","-0,250","-0,275","-0,275","-0,275","-0,275","-0,300","-0,300","-0,300","-0,275","-0,275","-0,275","-0,275","-0,275","-0,275","-0,275","-0,275","-0,275","-0,275","-0,275","-0,275","-0,275","-0,275","-0,275","-0,275","-0,275","-0,300","-0,275","-0,275","-0,275","-0,275","-0,275","-0,250","-0,250","-0,250","-0,250","-0,250","-0,250","-0,250","-0,250","-0,250","-0,275","-0,275","-0,275","-0,275","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,350","-0,325","-0,325","-0,300","-0,325","-0,325","-0,300","-0,275"
AHTC01,8,,"-0,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIREC01,8,,"-322,400","-3,075","-3,125","-3,125","-2,900","-3,150","-3,100","-3,075","-3,050","-2,775","-3,150","-3,300","-3,275","-3,450","-3,425","-3,425","-3,400","-3,400","-3,225","-3,225","-3,250","-3,300","-3,325","-3,150","-3,125","-3,100","-3,100","-3,050","-3,000","-2,950","-2,900","-2,875","-2,875","-2,925","-2,950","-2,950","-3,150","-3,300","-3,325","-3,400","-3,450","-3,425","-3,450","-3,300","-3,300","-3,275","-3,275","-3,250","-3,250","-4,350","-3,950","-3,950","-3,950","-3,750","-3,750","-3,775","-3,775","-3,750","-3,825","-3,850","-3,725","-3,875","-3,750","-3,800","-3,975","-4,200","-4,200","-4,375","-4,500","-4,575","-4,325","-4,575","-4,525","-3,975","-4,150","-4,150","-4,150","-3,850","-3,175","-3,200","-3,275","-3,350","-3,400","-3,500","-3,350","-3,400","-3,450","-3,500","-3,550","-2,300","-2,450","-2,175","-1,650","-1,575","-1,575","-1,850","-1,700"
AIREV01,2,,"38,700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,050","0,075","0,125","0,175","0,300","0,350","0,425","0,500","0,625","0,675","0,725","0,750","0,825","0,850","0,875","0,875","0,950","0,975","0,975","0,975","1,025","1,025","1,050","1,050","1,075","1,075","1,075","1,075","1,025","1,025","1,025","1,025","0,950","0,925","0,925","0,925","0,825","0,825","0,800","0,800","0,800","0,775","0,775","0,750","0,650","0,625","0,600","0,575","0,325","0,300","0,250","0,225","0,150","0,125","0,100","0,050","0,025",,,,,,,,,,,
AIZEC01,8,,"-10,525","-0,175","-0,150","-0,150","-0,150","-0,125","-0,125","-0,125","-0,125","-0,125","-0,125","-0,125","-0,125","-0,100","-0,100","-0,100","-0,100","-0,100","-0,100","-0,100","-0,100","-0,100","-0,100","-0,100","-0,100","-0,100","-0,100","-0,100","-0,100","-0,100","-0,100","-0,100","-0,100","-0,100","-0,100","-0,100","-0,100","-0,100","-0,100","-0,100","-0,100","-0,100","-0,100","-0,100","-0,100","-0,125","-0,125","-0,125","-0,125","-0,125","-0,125","-0,125","-0,125","-0,150","-0,150","-0,150","-0,150","-0,150","-0,150","-0,150","-0,150","-0,125","-0,125","-0,125","-0,125","-0,125","-0,125","-0,125","-0,125","-0,125","-0,125","-0,125","-0,125","-0,125","-0,125","-0,125","-0,125","-0,125","-0,125","-0,125","-0,125","-0,150","-0,150","-0,150","-0,150",,,,,,,,"-0,025",,"-0,125","-0,125","-0,125"
AJENC01,8,,"-19,200","-0,200","-0,200","-0,200","-0,200","-0,200","-0,200","-0,200","-0,200","-0,150","-0,150","-0,150","-0,150","-0,150","-0,150","-0,150","-0,150","-0,125","-0,125","-0,125","-0,125","-0,125","-0,125","-0,125","-0,125","-0,175","-0,175","-0,175","-0,175","-0,175","-0,175","-0,175","-0,175","-0,200","-0,200","-0,200","-0,200","-0,200","-0,200","-0,200","-0,200","-0,200","-0,200","-0,200","-0,200","-0,200","-0,200","-0,200","-0,200","-0,225","-0,225","-0,225","-0,225","-0,225","-0,225","-0,225","-0,225","-0,250","-0,250","-0,250","-0,250","-0,275","-0,275","-0,275","-0,275","-0,250","-0,250","-0,250","-0,250","-0,250","-0,250","-0,250","-0,250","-0,225","-0,225","-0,225","-0,225","-0,225","-0,225","-0,225","-0,225","-0,225","-0,225","-0,225","-0,225","-0,200","-0,200","-0,200","-0,200","-0,175","-0,175","-0,175","-0,175","-0,175","-0,175","-0,175","-0,175"
ALAHC01,8,,"-33,050","-0,375","-0,375","-0,375","-0,350","-0,350","-0,350","-0,350","-0,325","-0,325","-0,325","-0,325","-0,325","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,275","-0,300","-0,300","-0,300","-0,300","-0,275","-0,300","-0,275","-0,300","-0,300","-0,275","-0,275","-0,275","-0,300","-0,275","-0,300","-0,300","-0,300","-0,300","-0,300","-0,325","-0,325","-0,325","-0,325","-0,325","-0,325","-0,325","-0,325","-0,325","-0,325","-0,325","-0,325","-0,325","-0,350","-0,350","-0,350","-0,350","-0,350","-0,350","-0,350","-0,350","-0,350","-0,350","-0,350","-0,350","-0,350","-0,350","-0,350","-0,350","-0,375","-0,375","-0,375","-0,375","-0,375","-0,375","-0,375","-0,375","-0,400","-0,400","-0,400","-0,400","-0,400","-0,425","-0,425","-0,425","-0,425","-0,425","-0,425","-0,425","-0,425","-0,425","-0,425","-0,425","-0,400","-0,400","-0,375"
ALARCOS,10,,"402,725",,,,,,,,,,,,,,,,,,,,,,,,,,"0,050","0,075","0,125","0,250","0,600","1,275","2,200","3,375","4,500","5,525","6,425","7,200","7,800","8,225","8,450","8,550","8,600","8,650","8,700","8,725","8,750","8,800","8,850","8,900","8,950","8,950","8,950","8,925","8,900","8,900","8,875","8,850","8,825","8,825","8,825","8,800","8,800","8,775","8,725","8,650","8,550","8,450","8,300","8,150","8,000","7,900","7,800","7,750","7,675","7,550","7,400","7,200","6,800","6,200","5,375","4,400","3,450","2,525","1,600","0,875","0,450","0,175","0,025",,,,,,,,
ALBATER,10,,"1,875",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,025","0,025","0,050","0,050","0,075","0,125",,"0,175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,050","0,275","0,225","0,200","0,175","0,125","0,100","0,075","0,050","0,025","0,025","0,025",,,,,,,,,,,,
ALBCC01,8,,"-7,925","-0,150","-0,125","-0,125","-0,125","-0,100","-0,100","-0,100","-0,100","-0,100","-0,100","-0,100","-0,100","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,100","-0,100","-0,100","-0,100","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,025","-0,025","-0,025","-0,025","-0,050","-0,050","-0,050","-0,050","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,050","-0,075","-0,075","-0,100","-0,100","-0,100","-0,100","-0,100","-0,100","-0,100","-0,100","-0,100","-0,125","-0,125","-0,125","-0,125","-0,150","-0,150","-0,150","-0,150","-0,175","-0,175","-0,175","-0,175","-0,125","-0,125","-0,125","-0,125"
ALBOLOT,10,,"9,725",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,025","0,025","0,025","0,025","0,050","0,050","0,075","0,100","0,125","0,150","0,175","0,200","0,200","0,225","0,250","0,250","0,250","0,250","0,250","0,250","0,300","0,300","0,325","0,325","0,325","0,325","0,325","0,325","0,325","0,325","0,325","0,325","0,300","0,300","0,300","0,275","0,275","0,250","0,250","0,225","0,200","0,200","0,175","0,150",,,,,,,,"0,025",,,,,,,,,,,,,,,,
ALCAC01,8,,"-565,900","-6,100","-6,000","-5,900","-5,800","-5,600","-5,500","-5,400","-5,400","-5,200","-5,200","-5,200","-5,100","-5,000","-5,000","-4,900","-5,000","-4,800","-4,800","-4,800","-4,800","-4,800","-4,800","-4,800","-4,800","-4,900","-4,800","-4,800","-4,700","-4,700","-4,700","-4,600","-4,700","-4,800","-4,900","-5,000","-5,100","-5,500","-5,500","-5,600","-5,700","-5,900","-6,000","-6,000","-6,000","-6,300","-6,400","-6,400","-6,400","-6,700","-6,700","-6,700","-6,700","-6,800","-6,900","-6,900","-7,000","-6,900","-7,000","-6,900","-6,900","-6,800","-6,900","-6,900","-6,900","-6,700","-6,600","-6,600","-6,600","-6,400","-6,300","-6,400","-6,400","-6,300","-6,300","-6,400","-6,400","-6,500","-6,400","-6,500","-6,400","-6,300","-6,300","-6,200","-6,200","-6,200","-6,200","-6,300","-6,400","-6,500","-6,400","-6,300","-6,200","-6,100","-5,900","-5,800","-5,700"
ALCAZA2,10,,"2,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,025","0,025","0,050","0,100","0,125","0,175","0,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,300","0,275","0,225","0,200","0,150","0,100","0,075","0,050","0,025",,,,,,,,,,,,
ALDDC01,8,,"-60,300","-0,950","-0,950","-0,950","-0,950","-1,000","-1,000","-0,975","-0,950","-0,875","-0,825","-0,800","-0,800","-0,800","-0,800","-0,800","-0,800","-0,825","-0,825","-0,825","-0,825","-0,800","-0,775","-0,775","-0,775","-0,800","-0,800","-0,750","-0,650","-0,500","-0,425","-0,400","-0,400","-0,425","-0,425","-0,425","-0,425","-0,425","-0,425","-0,425","-0,425","-0,450","-0,450","-0,450","-0,450","-0,425","-0,425","-0,425","-0,425","-0,425","-0,425","-0,425","-0,425","-0,450","-0,450","-0,450","-0,450","-0,425","-0,425","-0,425","-0,425","-0,400","-0,400","-0,400","-0,400","-0,425","-0,425","-0,425","-0,450","-0,450","-0,475","-0,475","-0,500","-0,500","-0,525","-0,525","-0,550","-0,550","-0,550","-0,550","-0,550","-0,550","-0,550","-0,550","-0,550","-0,525","-0,525","-0,575","-0,700","-0,925","-1,075","-1,150","-1,150","-1,125","-1,150","-1,125","-1,075"
ALDEC01,8,,"-1,125","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025","-0,025"
ALDEHU,10,,"273,500","2,625","2,600","2,575","2,550","2,600","2,725","2,850","2,975","3,050","3,050","3,050","3,050","3,050","3,050","3,075","3,075","3,050","3,000","2,950","2,900","2,875","2,875","2,900","2,900","2,925","2,950","2,975","3,000","3,050","3,100","3,125","3,175","3,200","3,175","3,150","3,125","3,050","2,950","2,875","2,775","2,725","2,750","2,750","2,750","2,775","2,750","2,750","2,750","2,725","2,700","2,650","2,600","2,600","2,650","2,675","2,700","2,725","2,750","2,775","2,800","2,800","2,825","2,850","2,850","2,875","2,900","2,900","2,925","2,925","2,900","2,875","2,850","2,825","2,775","2,750","2,700","2,650","2,600","2,525","2,475","2,475","2,550","2,650","2,725","2,800","2,875","2,950","3,025","3,025","3,000","2,950","2,925","2,875","2,875","2,850","2,825"
ALDRC01,8,,"-7280,250","-76,525","-76,475","-76,475","-74,250","-72,475","-70,550","-68,925","-67,500","-66,200","-64,875","-63,725","-62,750","-61,900","-61,100","-60,350","-59,650","-59,000","-58,425","-57,925","-57,625","-57,425","-57,300","-57,150","-56,925","-56,750","-56,600","-56,550","-56,450","-56,175","-56,200","-56,575","-57,375","-57,850","-58,975","-60,075","-61,350","-62,675","-64,350","-65,950","-67,525","-69,200","-70,975","-72,625","-74,100","-75,300","-76,675","-78,025","-79,475","-80,725","-82,225","-83,625","-84,950","-85,925","-86,900","-87,550","-87,975","-88,225","-88,575","-88,850","-88,775","-88,375","-87,550","-86,775","-85,900","-85,050","-83,850","-82,825","-82,050","-82,175","-81,750","-81,475","-81,450","-82,175","-82,775","-83,675","-84,925","-86,175","-87,450","-88,450","-89,350","-90,250","-91,200","-91,900","-92,450","-93,350","-93,750","-93,925","-94,025","-94,125","-94,050","-93,475","-92,025","-89,850","-86,850","-83,450","-83,775"
ALDRV01,2,,"10,925",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,025","0,025","0,050","0,050","0,075","0,100","0,125","0,150","0,150","0,175","0,200","0,225","0,250","0,250","0,275","0,275","0,300","0,300","0,325","0,325","0,325","0,325","0,350","0,350","0,350","0,350","0,350","0,350","0,350","0,325","0,325","0,325","0,300","0,300","0,300","0,275","0,275","0,250","0,225","0,200","0,175","0,175","0,150","0,125","0,100","0,100","0,075","0,050","0,050","0,025","0,025","0,025",,,,,,,,,,,,,
ALG3,1,,"5681,950","112,500","112,500","112,500","112,500","112,500","112,500","112,500","112,500","87,500","74,950","76,000","76,750","47,500","47,500","47,500","47,500","36,250","36,250","36,250","36,250","36,250","36,250","36,250","36,250","43,000","47,500","47,500","36,250","36,250","36,250","36,250","36,250","36,250","36,250","36,250","36,250","36,250","36,250","36,250","36,250","36,250","36,250","36,250","36,250","36,250","36,250","36,250","36,250","36,250","36,250","36,250","36,250","36,250","36,250","36,250","36,250","36,250","36,250","36,250","36,250","36,250","36,250","36,250","36,250","36,250","36,250","36,250","36,250","36,250","36,250","36,250","36,250","36,250","36,250","36,250","43,750","51,250","57,500","71,250","85,000","112,500","112,500","112,500","112,500","112,500","112,500","112,500","112,500","112,500","112,500","112,500","112,500","112,500","112,500","112,500","112,500"
ALHAM,10,,"32,250",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,025","0,050","0,100","0,150","0,200","0,250","0,325","0,375","0,450","0,525","0,575","0,650","0,700","0,750","0,800","0,850","0,875","0,900","0,925","0,950","0,975","1,000","1,000","1,000","1,025","1,025","1,025","1,025","1,000","1,000","0,975","0,950","0,925","0,900","0,875","0,825","0,775","0,750","0,700","0,650","0,600","0,550","0,475","0,425","0,350","0,300","0,225","0,175","0,125","0,075","0,050","0,025",,,"0,025","0,025",,,,,,,,,
ALIOC01,8,,"-7,100","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,100","-0,100","-0,100","-0,100","-0,100","-0,100","-0,100","-0,100","-0,100","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,100","-0,100","-0,100","-0,100","-0,100","-0,100","-0,100","-0,100","-0,100","-0,100","-0,100","-0,100","-0,100","-0,100","-0,100","-0,100","-0,100","-0,100"
ALMAC01,7,,"-45,200","-0,575","-0,575","-0,575","-0,575","-0,575","-0,575","-0,575","-0,575","-0,575","-0,575","-0,575","-0,575","-0,575","-0,575","-0,575","-0,575","-0,600","-0,600","-0,600","-0,600","-0,575","-0,575","-0,575","-0,575","-0,575","-0,575","-0,575","-0,575","-0,575","-0,575","-0,575","-0,575","-0,525","-0,525","-0,525","-0,525","-0,400","-0,400","-0,400","-0,400","-0,400","-0,400","-0,400","-0,400","-0,350","-0,350","-0,350","-0,350","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,250","-0,250","-0,250","-0,250","-0,275","-0,275","-0,275","-0,275","-0,350","-0,350","-0,350","-0,350","-0,325","-0,325","-0,325","-0,325","-0,375","-0,375","-0,375","-0,375","-0,400","-0,400","-0,400","-0,400","-0,475","-0,475","-0,475","-0,475","-0,525","-0,525","-0,525","-0,525","-0,700","-0,700","-0,700","-0,700","-0,725","-0,725","-0,725","-0,725"
ALPXC01,8,,"-80,050","-1,025","-1,000","-0,975","-0,950","-0,925","-0,900","-0,900","-0,875","-0,875","-0,875","-0,875","-0,875","-0,875","-0,850","-0,850","-0,850","-0,850","-0,825","-0,825","-0,825","-0,825","-0,825","-0,825","-0,825","-0,850","-0,850","-0,850","-0,825","-0,800","-0,775","-0,775","-0,775","-0,775","-0,775","-0,775","-0,750","-0,750","-0,750","-0,750","-0,750","-0,775","-0,775","-0,775","-0,775","-0,800","-0,800","-0,800","-0,800","-0,800","-0,800","-0,800","-0,775","-0,775","-0,775","-0,775","-0,775","-0,775","-0,775","-0,775","-0,775","-0,775","-0,775","-0,775","-0,775","-0,775","-0,775","-0,775","-0,775","-0,750","-0,750","-0,750","-0,750","-0,750","-0,775","-0,775","-0,825","-0,875","-0,900","-0,925","-0,925","-0,950","-0,950","-0,975","-0,975","-0,950","-0,950","-0,950","-0,950","-0,950","-0,950","-0,925","-0,900","-0,875","-0,850","-0,825","-0,825"
ALQSC01,8,,"-111,150","-1,225","-1,175","-1,150","-1,125","-1,100","-1,075","-1,050","-1,000","-0,975","-0,925","-0,900","-0,875","-0,850","-0,850","-0,825","-0,800","-0,800","-0,775","-0,775","-0,750","-0,750","-0,750","-0,750","-0,725","-0,750","-0,725","-0,725","-0,725","-0,725","-0,750","-0,750","-0,775","-0,800","-0,800","-0,825","-0,875","-0,925","-0,950","-1,000","-1,025","-1,050","-1,100","-1,125","-1,125","-1,150","-1,175","-1,200","-1,225","-1,250","-1,300","-1,325","-1,350","-1,375","-1,425","-1,450","-1,475","-1,500","-1,525","-1,500","-1,475","-1,425","-1,400","-1,375","-1,375","-1,350","-1,325","-1,325","-1,325","-1,325","-1,325","-1,325","-1,325","-1,325","-1,350","-1,350","-1,350","-1,350","-1,350","-1,350","-1,375","-1,400","-1,425","-1,450","-1,475","-1,500","-1,525","-1,550","-1,550","-1,525","-1,500","-1,450","-1,400","-1,375","-1,325","-1,275","-1,225"
ALSEC01,8,,"-117,100","-1,300","-1,300","-1,200","-1,200","-1,200","-1,200","-1,200","-1,100","-1,100","-1,100","-1,100","-1,100","-1,100","-1,000","-1,000","-1,100","-1,000","-1,000","-1,000","-1,000","-1,000","-1,000","-1,000","-1,000","-1,000","-1,000","-1,000","-1,000","-1,000","-1,000","-1,000","-1,000","-1,000","-1,000","-1,000","-1,000","-1,100","-1,100","-1,100","-1,100","-1,200","-1,200","-1,200","-1,200","-1,300","-1,300","-1,300","-1,300","-1,300","-1,300","-1,300","-1,300","-1,300","-1,300","-1,400","-1,400","-1,400","-1,400","-1,400","-1,400","-1,400","-1,400","-1,400","-1,400","-1,300","-1,300","-1,300","-1,300","-1,300","-1,300","-1,300","-1,300","-1,300","-1,300","-1,300","-1,400","-1,300","-1,300","-1,300","-1,300","-1,300","-1,300","-1,300","-1,300","-1,300","-1,300","-1,300","-1,400","-1,400","-1,500","-1,400","-1,400","-1,400","-1,400","-1,400","-1,300"
ALUEC01,8,,"-84,100","-1,025","-1,025","-1,025","-1,025","-0,900","-0,900","-0,900","-0,900","-0,850","-0,850","-0,850","-0,850","-0,825","-0,825","-0,825","-0,825","-0,800","-0,800","-0,800","-0,800","-0,775","-0,775","-0,775","-0,775","-0,750","-0,750","-0,750","-0,750","-0,675","-0,675","-0,675","-0,675","-0,700","-0,700","-0,700","-0,700","-0,775","-0,775","-0,775","-0,775","-0,825","-0,825","-0,825","-0,825","-0,875","-0,875","-0,875","-0,875","-0,900","-0,900","-0,900","-0,900","-0,925","-0,925","-0,925","-0,925","-0,925","-0,925","-0,925","-0,925","-0,925","-0,925","-0,925","-0,925","-0,875","-0,875","-0,875","-0,875","-0,850","-0,850","-0,850","-0,850","-0,875","-0,875","-0,875","-0,875","-0,900","-0,900","-0,900","-0,900","-0,975","-0,975","-0,975","-0,975","-1,025","-1,025","-1,025","-1,025","-1,075","-1,075","-1,075","-1,075","-1,000","-1,000","-1,000","-1,000"
