Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Dia,27-junio-2026,27-junio-2026.1,27-junio-2026.2,27-junio-2026.3,27-junio-2026.4,27-junio-2026.5,27-junio-2026.6,27-junio-2026.7,27-junio-2026.8,27-junio-2026.9,27-junio-2026.10,27-junio-2026.11,27-junio-2026.12,27-junio-2026.13,27-junio-2026.14,27-junio-2026.15,27-junio-2026.16,27-junio-2026.17,27-junio-2026.18,27-junio-2026.19,27-junio-2026.20,27-junio-2026.21,27-junio-2026.22,27-junio-2026.23,27-junio-2026.24,27-junio-2026.25,27-junio-2026.26,27-junio-2026.27,27-junio-2026.28,27-junio-2026.29,27-junio-2026.30,27-junio-2026.31,27-junio-2026.32,27-junio-2026.33,27-junio-2026.34,27-junio-2026.35,27-junio-2026.36,27-junio-2026.37,27-junio-2026.38,27-junio-2026.39,27-junio-2026.40,27-junio-2026.41,27-junio-2026.42,27-junio-2026.43,27-junio-2026.44,27-junio-2026.45,27-junio-2026.46,27-junio-2026.47,27-junio-2026.48,27-junio-2026.49,27-junio-2026.50,27-junio-2026.51,27-junio-2026.52,27-junio-2026.53,27-junio-2026.54,27-junio-2026.55,27-junio-2026.56,27-junio-2026.57,27-junio-2026.58,27-junio-2026.59,27-junio-2026.60,27-junio-2026.61,27-junio-2026.62,27-junio-2026.63,27-junio-2026.64,27-junio-2026.65,27-junio-2026.66,27-junio-2026.67,27-junio-2026.68,27-junio-2026.69,27-junio-2026.70,27-junio-2026.71,27-junio-2026.72,27-junio-2026.73,27-junio-2026.74,27-junio-2026.75,27-junio-2026.76,27-junio-2026.77,27-junio-2026.78,27-junio-2026.79,27-junio-2026.80,27-junio-2026.81,27-junio-2026.82,27-junio-2026.83,27-junio-2026.84,27-junio-2026.85,27-junio-2026.86,27-junio-2026.87,27-junio-2026.88,27-junio-2026.89,27-junio-2026.90,27-junio-2026.91,27-junio-2026.92,27-junio-2026.93,27-junio-2026.94,27-junio-2026.95,27-junio-2026.96,27-junio-2026.97,27-junio-2026.98,27-junio-2026.99,27-junio-2026.100,27-junio-2026.101,27-junio-2026.102,27-junio-2026.103,27-junio-2026.104,27-junio-2026.105,27-junio-2026.106,27-junio-2026.107,27-junio-2026.108,27-junio-2026.109,27-junio-2026.110,27-junio-2026.111,27-junio-2026.112,27-junio-2026.113,27-junio-2026.114,27-junio-2026.115,27-junio-2026.116,27-junio-2026.117,27-junio-2026.118,27-junio-2026.119,27-junio-2026.120,27-junio-2026.121,27-junio-2026.122,27-junio-2026.123,27-junio-2026.124,27-junio-2026.125,27-junio-2026.126,27-junio-2026.127,27-junio-2026.128,27-junio-2026.129,27-junio-2026.130,27-junio-2026.131,27-junio-2026.132,27-junio-2026.133,27-junio-2026.134,27-junio-2026.135,27-junio-2026.136,27-junio-2026.137,27-junio-2026.138,27-junio-2026.139,27-junio-2026.140,27-junio-2026.141,27-junio-2026.142,27-junio-2026.143,27-junio-2026.144,27-junio-2026.145,27-junio-2026.146,27-junio-2026.147,27-junio-2026.148,27-junio-2026.149,27-junio-2026.150,27-junio-2026.151,27-junio-2026.152,27-junio-2026.153,27-junio-2026.154,27-junio-2026.155,27-junio-2026.156,27-junio-2026.157,27-junio-2026.158,27-junio-2026.159,27-junio-2026.160,27-junio-2026.161,27-junio-2026.162,27-junio-2026.163,27-junio-2026.164,27-junio-2026.165,27-junio-2026.166,27-junio-2026.167,27-junio-2026.168,27-junio-2026.169,27-junio-2026.170,27-junio-2026.171,27-junio-2026.172,27-junio-2026.173,27-junio-2026.174,27-junio-2026.175,27-junio-2026.176,27-junio-2026.177,27-junio-2026.178,27-junio-2026.179,27-junio-2026.180,27-junio-2026.181,27-junio-2026.182,27-junio-2026.183,27-junio-2026.184,27-junio-2026.185,27-junio-2026.186,27-junio-2026.187,27-junio-2026.188,27-junio-2026.189,27-junio-2026.190,27-junio-2026.191
Subir,ENC,Blq. 1,Divisible,,"2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02","2,0","0,02"
Subir,END,Blq. 1,Divisible,,"272,0","1,24","272,0","1,24","246,0","1,24","246,0","1,24","247,0","1,24","247,0","1,24","247,0","1,24","247,0","1,24","247,0","1,24","258,0","1,24","258,0","1,24","258,0","1,24","258,0","1,24","258,0","1,24","258,0","1,24","258,0","1,24","258,0","1,24","258,0","1,24","258,0","1,24","258,0","1,24","258,0","1,24","258,0","1,24","258,0","1,24","258,0","1,24","257,0","1,24","257,0","1,24","257,0","1,24","257,0","1,24","338,0","1,24","364,0","1,24","375,0","1,24","375,0","1,24","69,0","1,24","72,0","1,24","287,0","1,24","281,0","1,24","284,0","1,24","289,0","1,24","295,0","1,24","292,0","1,24","288,0","1,24","288,0","1,24","288,0","1,24","339,0","1,24","339,0","1,24","339,0","1,24","339,0","1,24","339,0","1,24","339,0","1,24","339,0","1,24","339,0","1,24","339,0","1,24","338,0","1,24","338,0","1,24","339,0","1,24","338,0","1,24","338,0","1,24","338,0","1,24","338,0","1,24","339,0","1,24","340,0","1,24","339,0","1,24","340,0","1,24","340,0","1,24","340,0","1,24","339,0","1,24","340,0","1,24","339,0","1,24","338,0","1,24","339,0","1,24","339,0","1,24","364,0","1,24","357,0","1,24","353,0","1,24","267,0","1,24","267,0","1,24","122,0","1,24","125,0","1,24","275,0","1,24","272,0","1,24","321,0","1,24","368,0","1,24","352,0","1,24","328,0","1,24","311,0","1,24","283,0","1,24","255,0","1,24","245,0","1,24","234,0","1,24","234,0","1,24","234,0","1,24","234,0","1,24","235,0","1,24","234,0","1,24","234,0","1,24","234,0","1,24"
Subir,END,Blq. 2,Divisible,,"60,0","2,01","60,0","2,01","86,0","2,39","83,0","2,35","78,0","2,30","78,0","2,30","78,0","2,30","75,0","2,26","73,0","2,24","43,0","1,88","42,0","1,86","42,0","1,86","22,0","1,61","22,0","1,61","20,0","1,59","20,0","1,59","19,0","1,58","19,0","1,58","18,0","1,56","17,0","1,55","17,0","1,55","17,0","1,55","16,0","1,54","16,0","1,54","31,0","1,71","72,0","2,23","72,0","2,23","72,0","2,23",,,,,,,,,"150,0","5,81","225,0","4,25","24,0","20,94","47,0","18,50","88,0","19,80","87,0","13,54","80,0","9,00","98,0","4,65","78,0","6,00","77,0","1,77","51,0","1,37","12,0","1,37","13,0","1,37","13,0","1,37","13,0","1,37","13,0","1,37","11,0","1,35","10,0","1,34","10,0","1,34","11,0","1,35","18,0","1,41","20,0","1,43","20,0","1,44","19,0","1,42","16,0","1,39","17,0","1,40","16,0","1,39","9,0","1,33","1,0","1,27","3,0","1,28","1,0","1,27","1,0","1,27","1,0","1,27","20,0","1,44","1,0","1,27","20,0","1,44","17,0","1,40","14,0","1,38","9,0","1,33","7,0","1,30",,,,,"81,0","1,44","67,0","3,61","173,0","2,35","152,0","8,64","93,0","15,51","57,0","20,47","32,0","21,08","5,0","4,04","16,0","1,40","40,0","1,65","33,0","1,70","64,0","2,06","92,0","2,45","99,0","2,54","105,0","2,60","105,0","2,60","105,0","2,60","105,0","2,60","100,0","2,55","104,0","2,59","104,0","2,59","104,0","2,59"
Subir,END,Blq. 3,Divisible,,"10,0","2,13","10,0","2,13","10,0","2,51","10,0","2,48","10,0","2,43","10,0","2,43","10,0","2,43","10,0","2,39","40,0","2,74","19,0","2,11","20,0","2,11","20,0","2,11","44,0","2,16","44,0","2,16","46,0","2,16","46,0","2,16","43,0","2,11","46,0","2,15","47,0","2,15","48,0","2,15","48,0","2,15","48,0","2,15","49,0","2,15","49,0","2,15","41,0","2,23",,,,,,,,,,,,,,,"65,0","6,06",,,,,,,,,"12,0","13,65","15,0","9,13","15,0","4,78","1,0","6,03","4,0","1,82","11,0","1,49","20,0","1,56","20,0","1,57","20,0","1,57","20,0","1,57","20,0","1,57","20,0","1,55","20,0","1,54","20,0","1,54","20,0","1,55","20,0","1,60","20,0","1,62","20,0","1,63","20,0","1,61","20,0","1,58","20,0","1,59","20,0","1,58","20,0","1,53","20,0","1,46","20,0","1,47","20,0","1,46","20,0","1,46","20,0","1,46","20,0","1,63","20,0","1,46","12,0","1,56","20,0","1,59","20,0","1,58","19,0","1,52","1,0","1,31",,,,,,,,,,,,,,,,,,,,,,,,,"5,0","1,75","5,0","2,11","5,0","2,51","5,0","2,60","5,0","2,66","5,0","2,66","5,0","2,66","5,0","2,66","5,0","2,61","5,0","2,65","5,0","2,65","5,0","2,65"
Subir,END,Blq. 4,Divisible,,"10,0","2,24","10,0","2,24","10,0","2,64","10,0","2,60","40,0","2,93","40,0","2,93","40,0","2,93","40,0","2,89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,0","13,72","19,0","9,29","19,0","4,94","11,0","6,13","20,0","1,99","20,0","1,68","20,0","1,75","20,0","1,76","20,0","1,76","20,0","1,76","16,0","1,72","20,0","1,74","20,0","1,73","20,0","1,73","20,0","1,74","20,0","1,80","20,0","1,82","20,0","1,83","20,0","1,81","20,0","1,78","20,0","1,79","20,0","1,78","20,0","1,72","20,0","1,65","20,0","1,66","20,0","1,65","20,0","1,65","20,0","1,65","14,0","1,77","13,0","1,58","5,0","1,60","12,0","1,71","11,0","1,68","10,0","1,61","6,0","1,36",,,,,,,,,,,,,,,,,,,,,,,,,"10,0","1,85","10,0","2,23","10,0","2,64","10,0","2,73","10,0","2,79","10,0","2,79","10,0","2,79","10,0","2,79","10,0","2,74","10,0","2,78","10,0","2,78","10,0","2,78"
Subir,END,Blq. 5,Divisible,,"40,0","2,69","40,0","2,69","40,0","3,14","40,0","3,10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,0","13,73","9,0","9,36","10,0","5,02","1,0","6,14","12,0","2,10","20,0","1,87","13,0","1,88","14,0","1,89","15,0","1,90","15,0","1,90","1,0","1,73","16,0","1,89","17,0","1,89","17,0","1,89","17,0","1,90","17,0","1,96","17,0","1,98","17,0","1,99","17,0","1,97","17,0","1,94","17,0","1,95","17,0","1,94","17,0","1,88","17,0","1,82","16,0","1,82","16,0","1,81","15,0","1,80","15,0","1,80","5,0","1,82","5,0","1,63","1,0","1,61","5,0","1,76","1,0","1,69","1,0","1,62","1,0","1,37",,,,,,,,,,,,,,,,,,,,,,,,,"40,0","2,27","40,0","2,68","40,0","3,14","40,0","3,23","40,0","3,29","40,0","3,29","40,0","3,29","40,0","3,29","40,0","3,24","40,0","3,28","40,0","3,28","40,0","3,28"
Subir,END,Blq. 6,Divisible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,0","9,37","1,0","5,03",,,"1,0","2,11","12,0","1,99","1,0","1,89","1,0","1,90","1,0","1,91","1,0","1,91",,,"1,0","1,90","1,0","1,90","1,0","1,90","1,0","1,91","1,0","1,97","1,0","1,99","1,0","2,00","1,0","1,98","2,0","1,96","2,0","1,97","2,0","1,96","3,0","1,91","3,0","1,84","3,0","1,84","4,0","1,84","4,0","1,83","4,0","1,83","1,0","1,83","1,0","1,64","1,0","1,62","1,0","1,77","5,0","1,74","6,0","1,68","1,0","1,38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subir,END,Blq. 7,Divisible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,0","2,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,0","1,92","1,0","1,85","1,0","1,85","1,0","1,85","1,0","1,84","1,0","1,84",,,"1,0","1,65",,,"1,0","1,78","1,0","1,75","1,0","1,69","1,0","1,39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subir,END,Blq. 8,Divisible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,0","1,76","1,0","1,70","1,0","1,40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subir,END,Blq. 9,Divisible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,0","1,77","1,0","1,71","1,0","1,41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subir,END,Blq.10,Divisible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,0","1,72","1,0","1,42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subir,END,Blq.11,Divisible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,0","1,73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subir,EV,Blq. 1,Divisible,,"224,0","1,10","224,0","1,10","224,0","1,10","224,0","1,10","224,0","1,10","224,0","1,10","224,0","1,10","224,0","1,10","112,0","1,10","112,0","1,10","112,0","1,10","112,0","1,10","112,0","1,10","112,0","1,10","112,0","1,10","112,0","1,10","112,0","1,10","112,0","1,10","112,0","1,10","112,0","1,10","112,0","1,10","112,0","1,10","112,0","1,10","112,0","1,10","224,0","1,10","224,0","1,10","224,0","1,10","224,0","1,10","274,0","1,10","274,0","1,10","274,0","1,10","274,0","1,10","50,0","1,10","50,0","1,10","40,0","1,40","40,0","1,40","40,0","1,40","40,0","1,40","40,0","1,40","20,0","1,60","60,0","1,60","40,0","1,80","40,0","1,80","40,0","1,80","40,0","1,90","40,0","1,90","40,0","1,90","40,0","1,90","40,0","1,90","40,0","1,90","40,0","1,90","40,0","1,90","40,0","1,90","40,0","1,90","40,0","1,90","40,0","1,90","40,0","1,90","40,0","1,90","40,0","1,90","40,0","1,90","40,0","1,90","40,0","1,90","40,0","1,90","40,0","1,90","40,0","1,90","40,0","1,90","40,0","1,90","40,0","1,90","20,0","1,60","20,0","1,60","20,0","1,60","20,0","1,60","20,0","1,60","20,0","1,60","20,0","1,60","20,0","1,60","20,0","1,60","20,0","1,60","50,0","3,20","50,0","1,60","50,0","1,60","274,0","1,60","274,0","1,60","274,0","1,60","274,0","1,60","274,0","1,60","274,0","1,60","274,0","1,60","224,0","1,60","224,0","1,60","224,0","1,60","224,0","1,60","224,0","1,60","224,0","1,60","224,0","1,60","224,0","1,60"
Subir,EV,Blq. 2,Divisible,,"25,0","8,00","25,0","8,50","50,0","7,00","50,0","5,30","50,0","7,40","50,0","6,30","50,0","5,50","50,0","4,60","50,0","4,90","50,0","4,60","50,0","4,50","50,0","4,30","50,0","4,40","50,0","4,20","50,0","4,20","50,0","4,50","50,0","4,60","50,0","4,60","50,0","4,60","50,0","4,60","50,0","4,60","50,0","4,60","50,0","4,60","50,0","4,60","50,0","4,60","50,0","4,70","50,0","4,70","50,0","4,20","10,0","30,20","10,0","31,00","40,0","4,80","40,0","1,40","224,0","1,90","224,0","2,40","30,0","1,50","30,0","1,50","30,0","1,50","30,0","1,50","30,0","1,50","40,0","1,70","30,0","1,70","30,0","1,90","30,0","1,90","30,0","1,90","30,0","2,00","30,0","2,00","30,0","2,00","30,0","2,00","30,0","2,00","30,0","2,00","30,0","2,00","30,0","2,00","30,0","2,00","30,0","2,00","30,0","2,00","30,0","2,00","30,0","2,00","30,0","2,00","30,0","2,00","30,0","2,00","30,0","2,00","30,0","2,00","30,0","2,00","30,0","2,00","30,0","2,00","30,0","2,00","30,0","2,00","30,0","2,00","40,0","1,90","40,0","1,90","40,0","1,90","40,0","1,90","40,0","1,80","40,0","1,80","40,0","1,80","40,0","1,70","24,0","5,10","23,0","9,10","224,0","9,10","224,0","3,80","224,0","3,50","50,0","2,70","50,0","4,50","50,0","6,80","50,0","6,60","50,0","7,40","50,0","9,40","50,0","9,10","25,0","6,90","25,0","6,90","25,0","5,90","25,0","7,50","25,0","7,50","50,0","8,10","50,0","8,30","50,0","7,40"
Subir,EV,Blq. 3,Divisible,,"25,0","9,00","50,0","8,60","40,0","7,10","40,0","5,40","40,0","7,50","40,0","6,40","40,0","5,60","40,0","4,70","40,0","5,00","40,0","4,70","40,0","4,60","40,0","4,40","40,0","4,50","40,0","4,30","40,0","4,30","40,0","4,60","40,0","4,70","40,0","4,70","40,0","4,70","40,0","4,70","40,0","4,70","40,0","4,70","40,0","4,70","40,0","4,70","40,0","4,70","40,0","4,80","40,0","4,80","40,0","4,30",,,,,"30,0","4,90","30,0","1,50","40,0","6,30","40,0","4,70","20,0","1,60","20,0","1,60","70,0","1,60","40,0","1,60","40,0","1,60","30,0","1,80","20,0","1,80","20,0","2,00","20,0","2,00","20,0","2,00","20,0","2,10","20,0","2,10","20,0","2,10","20,0","2,10","20,0","2,10","20,0","2,10","20,0","2,10","20,0","2,10","20,0","2,10","20,0","2,10","20,0","2,10","20,0","2,10","20,0","2,10","20,0","2,10","20,0","2,10","20,0","2,10","20,0","2,10","20,0","2,10","20,0","2,10","20,0","2,10","20,0","2,10","20,0","2,10","20,0","2,10","20,0","2,10","30,0","2,00","30,0","2,00","30,0","2,00","30,0","2,00","30,0","1,90","30,0","1,90","30,0","1,90","30,0","1,80","24,0","5,60","23,0","9,60","20,0","16,00","17,0","21,00","4,0","21,60","40,0","2,80","40,0","4,60","40,0","6,90","40,0","6,70","40,0","7,50","40,0","9,50","40,0","9,20","25,0","7,90","25,0","7,90","25,0","6,90","25,0","8,50","25,0","8,50","40,0","8,20","40,0","8,40","40,0","7,50"
Subir,EV,Blq. 4,Divisible,,"50,0","9,80","40,0","8,70","30,0","7,20","30,0","5,50","30,0","7,60","30,0","6,50","30,0","5,70","30,0","4,80","30,0","5,10","30,0","4,80","30,0","4,70","30,0","4,50","30,0","4,60","30,0","4,40","30,0","4,40","30,0","4,70","30,0","4,80","30,0","4,80","30,0","4,80","30,0","4,80","30,0","4,80","30,0","4,80","30,0","4,80","30,0","4,80","30,0","4,80","30,0","4,90","30,0","4,90","30,0","4,40",,,,,"20,0","5,00","20,0","1,60","30,0","6,40","30,0","4,80","50,0","2,00","50,0","3,00","112,0","14,70","50,0","4,00","26,0","9,50","20,0","1,90","29,0","6,50","20,0","2,60","20,0","2,60","20,0","2,60","20,0","2,60","20,0","2,60","20,0","2,60","20,0","2,60","20,0","2,60","20,0","2,60","20,0","2,60","20,0","2,60","20,0","2,60","20,0","2,60","20,0","2,60","20,0","2,60","20,0","2,60","20,0","2,60","20,0","2,60","20,0","2,60","20,0","2,60","20,0","2,60","20,0","2,60","20,0","2,60","20,0","2,60","20,0","2,60","20,0","2,60","20,0","2,60","20,0","2,10","20,0","2,10","20,0","2,10","20,0","2,10","20,0","2,00","20,0","2,00","20,0","2,00","20,0","1,90","24,0","6,10","23,0","10,10","20,0","16,50","17,0","21,50","4,0","22,10","30,0","2,90","30,0","4,70","30,0","7,00","30,0","6,80","30,0","7,60","30,0","9,60","30,0","9,30","50,0","12,60","50,0","12,60","50,0","15,10","50,0","11,00","50,0","11,00","30,0","8,30","30,0","8,50","30,0","7,60"
Subir,EV,Blq. 5,Divisible,,"40,0","9,90","30,0","8,80","110,0","7,40","110,0","5,80","110,0","7,90","110,0","6,80","110,0","6,00","110,0","5,10","25,0","10,00","25,0","10,10","25,0","10,10","25,0","10,20","25,0","10,10","25,0","10,20","25,0","10,20","25,0","10,10","25,0","10,10","25,0","10,10","25,0","10,10","25,0","10,10","25,0","10,10","25,0","10,10","25,0","10,10","25,0","10,10","25,0","10,10","25,0","10,00","25,0","10,00","25,0","10,20",,,,,"10,0","31,80","10,0","36,20","20,0","6,50","20,0","4,90","224,0","12,50","224,0","15,20","112,0","20,10","23,0","14,00","26,0","10,00","28,0","5,20","29,0","7,00","30,0","5,10","30,0","5,10","30,0","5,10","30,0","5,10","30,0","5,10","31,0","5,10","31,0","5,10","31,0","5,10","31,0","5,10","30,0","5,10","30,0","5,10","30,0","5,10","30,0","5,10","30,0","5,10","30,0","5,10","30,0","5,10","30,0","5,10","30,0","5,10","30,0","5,10","30,0","5,10","30,0","5,10","30,0","5,10","30,0","5,10","30,0","5,10","30,0","5,10","29,0","5,10","29,0","5,10","29,0","5,10","29,0","5,10","29,0","5,10","29,0","5,10","28,0","5,10","28,0","5,10","27,0","5,10","25,0","5,10","24,0","6,60","23,0","10,60","20,0","17,00","17,0","22,00","4,0","22,60","10,0","32,10","10,0","30,30","10,0","28,00","10,0","28,20","10,0","27,30","10,0","25,30","10,0","25,70","40,0","12,70","40,0","12,70","40,0","15,20","40,0","11,10","40,0","11,10","25,0","8,70","25,0","8,60","25,0","8,90"
Subir,EV,Blq. 6,Divisible,,"30,0","10,00","110,0","9,00","25,0","9,10","25,0","9,80","25,0","8,90","25,0","9,40","25,0","9,70","25,0","10,10","112,0","10,70","112,0","10,80","112,0","10,80","112,0","10,90","112,0","10,80","112,0","10,90","112,0","10,90","112,0","10,80","112,0","10,80","112,0","10,80","112,0","10,80","112,0","10,80","112,0","10,80","112,0","10,80","112,0","10,80","112,0","10,80","25,0","11,10","25,0","11,00","25,0","11,00","25,0","11,20",,,,,,,,,"10,0","30,30","4,0","29,70","14,0","21,40","18,0","19,00","21,0","20,30","23,0","14,50","26,0","10,50","28,0","5,70","29,0","7,50","30,0","5,60","30,0","5,60","30,0","5,60","30,0","5,60","30,0","5,60","31,0","5,60","31,0","5,60","31,0","5,60","31,0","5,60","30,0","5,60","30,0","5,60","30,0","5,60","30,0","5,60","30,0","5,60","30,0","5,60","30,0","5,60","30,0","5,60","30,0","5,60","30,0","5,60","30,0","5,60","30,0","5,60","30,0","5,60","30,0","5,60","30,0","5,60","30,0","5,60","29,0","5,60","29,0","5,60","29,0","5,60","29,0","5,60","29,0","5,60","29,0","5,60","28,0","5,60","28,0","5,60","27,0","5,60","25,0","5,60","204,0","20,90","204,0","16,90","20,0","17,50","17,0","22,50","4,0","23,10",,,,,,,,,,,,,,,"30,0","12,80","30,0","12,80","30,0","15,30","30,0","11,20","30,0","11,20","25,0","9,70","25,0","9,60","25,0","9,90"
Subir,EV,Blq. 7,Divisible,,"110,0","10,30","25,0","9,50","25,0","10,10","25,0","10,80","25,0","9,90","25,0","10,40","25,0","10,70","25,0","11,10","25,0","11,00","25,0","11,10","25,0","11,10","25,0","11,20","25,0","11,10","25,0","11,20","25,0","11,20","25,0","11,10","25,0","11,10","25,0","11,10","25,0","11,10","25,0","11,10","25,0","11,10","25,0","11,10","25,0","11,10","25,0","11,10","10,0","30,20","10,0","30,10","10,0","30,10","10,0","30,60",,,,,,,,,,,"4,0","30,20","14,0","21,90","18,0","19,50","21,0","20,80","23,0","15,00","26,0","11,00","28,0","6,20","29,0","8,00","30,0","6,10","30,0","6,10","30,0","6,10","30,0","6,10","30,0","6,10","31,0","6,10","31,0","6,10","31,0","6,10","31,0","6,10","30,0","6,10","30,0","6,10","30,0","6,10","30,0","6,10","30,0","6,10","30,0","6,10","30,0","6,10","30,0","6,10","30,0","6,10","30,0","6,10","30,0","6,10","30,0","6,10","30,0","6,10","30,0","6,10","30,0","6,10","30,0","6,10","29,0","6,10","29,0","6,10","29,0","6,10","29,0","6,10","29,0","6,10","29,0","6,10","28,0","6,10","28,0","6,10","27,0","6,10","25,0","6,10","25,0","21,50","25,0","18,90","10,0","45,50","10,0","40,50","10,0","39,90",,,,,,,,,,,,,,,"10,0","22,10","10,0","22,20","10,0","19,60","10,0","23,70","10,0","23,70","10,0","26,70","10,0","26,50","10,0","27,30"
Subir,EV,Blq. 8,Divisible,,"10,0","24,90","10,0","26,20","10,0","27,80","10,0","29,50","10,0","27,30","10,0","28,50","10,0","29,30","10,0","30,20","10,0","29,90","10,0","30,20","10,0","30,20","10,0","30,50","10,0","30,30","10,0","30,60","10,0","30,60","10,0","30,20","10,0","30,20","10,0","30,20","10,0","30,20","10,0","30,20","10,0","30,20","10,0","30,20","10,0","30,20","10,0","30,20",,,,,,,,,,,,,,,,,,,"4,0","30,70","14,0","22,40","18,0","20,00","21,0","21,30","23,0","15,50","92,0","18,60","28,0","6,70","92,0","19,60","30,0","6,60","30,0","6,60","30,0","6,60","30,0","6,60","30,0","6,60","31,0","6,60","31,0","6,60","31,0","6,60","31,0","6,60","30,0","6,60","30,0","6,60","30,0","6,60","30,0","6,60","30,0","6,60","30,0","6,60","30,0","6,60","30,0","6,60","30,0","6,60","30,0","6,60","30,0","6,60","30,0","6,60","30,0","6,60","30,0","6,60","30,0","6,60","30,0","6,60","29,0","6,60","29,0","6,60","29,0","6,60","29,0","6,60","29,0","6,60","29,0","6,60","28,0","6,60","28,0","6,60","27,0","6,60","25,0","6,60","25,0","22,50","25,0","19,90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
